Date,Summary,Precip Type,Temperature (C),Humidity,Wind Speed (km/h)
2006-04-21 18:00:00.000 +0200,Partly Cloudy,rain,16.32,0.75,10.86
2006-04-21 19:00:00.000 +0200,Partly Cloudy,rain,15.18,0.8,3.39
2006-04-21 20:00:00.000 +0200,Partly Cloudy,rain,14.09,0.86,0.84
2006-04-21 21:00:00.000 +0200,Partly Cloudy,rain,12.27,0.9,0.36
2006-04-21 22:00:00.000 +0200,Foggy,rain,11.19,0.93,4.55
2006-04-21 23:00:00.000 +0200,Foggy,rain,11.19,0.93,3.08
2006-04-22 00:00:00.000 +0200,Foggy,rain,9.98,0.94,3.06
2006-04-22 01:00:00.000 +0200,Clear,rain,9.46,0.94,6.12
2006-04-22 02:00:00.000 +0200,Clear,rain,9.96,0.94,2.94
2006-04-22 03:00:00.000 +0200,Foggy,rain,8.37,0.97,3.02
2006-04-22 04:00:00.000 +0200,Foggy,rain,8.97,0.94,2.32
2006-04-22 05:00:00.000 +0200,Foggy,rain,8.92,0.94,3.64
2006-04-22 06:00:00.000 +0200,Foggy,rain,7.26,0.98,1.55
2006-04-22 07:00:00.000 +0200,Foggy,rain,8.95,0.97,3.18
2006-04-22 08:00:00.000 +0200,Foggy,rain,11.28,0.91,2.58
2006-04-22 09:00:00.000 +0200,Mostly Cloudy,rain,12.49,0.96,3.13
2006-04-22 10:00:00.000 +0200,Mostly Cloudy,rain,14.24,0.86,4.58
2006-04-22 11:00:00.000 +0200,Partly Cloudy,rain,17.2,0.7,2.76
2006-04-22 12:00:00.000 +0200,Partly Cloudy,rain,19.04,0.62,3.9
2006-04-22 13:00:00.000 +0200,Partly Cloudy,rain,18.02,0.66,3.79
2006-04-22 14:00:00.000 +0200,Partly Cloudy,rain,20.08,0.51,0.92
2006-04-22 15:00:00.000 +0200,Partly Cloudy,rain,20.17,0.6,8.76
2006-04-22 16:00:00.000 +0200,Partly Cloudy,rain,20.17,0.54,9.18
2006-04-22 17:00:00.000 +0200,Partly Cloudy,rain,20.18,0.56,7.19
2006-04-22 18:00:00.000 +0200,Partly Cloudy,rain,19.19,0.61,8.83
2006-04-22 19:00:00.000 +0200,Partly Cloudy,rain,17.55,0.6,7.27
2006-04-22 20:00:00.000 +0200,Partly Cloudy,rain,15.67,0.72,0.22
2006-04-22 21:00:00.000 +0200,Clear,rain,12.59,0.89,3.64
2006-04-22 22:00:00.000 +0200,Clear,rain,12.34,0.87,1.23
2006-04-22 23:00:00.000 +0200,Clear,rain,11.52,0.9,2.66
2006-04-23 00:00:00.000 +0200,Clear,rain,10.66,0.93,5.74
2006-04-23 01:00:00.000 +0200,Clear,rain,10.57,0.91,2.78
2006-04-23 02:00:00.000 +0200,Partly Cloudy,rain,10.35,0.93,5
2006-04-23 03:00:00.000 +0200,Clear,rain,9.46,0.94,1.23
2006-04-23 04:00:00.000 +0200,Foggy,rain,8.41,0.94,2.92
2006-04-23 05:00:00.000 +0200,Foggy,rain,8.91,0.94,3.1
2006-04-23 06:00:00.000 +0200,Foggy,rain,8.83,0.91,6.04
2006-04-23 07:00:00.000 +0200,Partly Cloudy,rain,12.03,0.91,10.97
2006-04-23 08:00:00.000 +0200,Partly Cloudy,rain,14.62,0.82,1.41
2006-04-23 09:00:00.000 +0200,Partly Cloudy,rain,18.83,0.66,2.92
2006-04-23 10:00:00.000 +0200,Partly Cloudy,rain,20.13,0.58,6.95
2006-04-23 11:00:00.000 +0200,Partly Cloudy,rain,21.14,0.53,6.19
2006-04-23 12:00:00.000 +0200,Partly Cloudy,rain,20.84,0.44,6.2
2006-04-23 13:00:00.000 +0200,Partly Cloudy,rain,22.42,0.46,7.23
2006-04-23 14:00:00.000 +0200,Partly Cloudy,rain,22.21,0.48,6.16
2006-04-23 15:00:00.000 +0200,Partly Cloudy,rain,22.83,0.36,0.71
2006-04-23 16:00:00.000 +0200,Partly Cloudy,rain,22.88,0.35,4.88
2006-04-23 17:00:00.000 +0200,Partly Cloudy,rain,21.32,0.39,6.98
2006-04-23 18:00:00.000 +0200,Partly Cloudy,rain,20.28,0.43,1.18
2006-04-23 19:00:00.000 +0200,Partly Cloudy,rain,18.11,0.66,0.02
2006-04-23 20:00:00.000 +0200,Partly Cloudy,rain,17.52,0.63,0.23
2006-04-23 21:00:00.000 +0200,Partly Cloudy,rain,14.06,0.8,-0.3
2006-04-23 22:00:00.000 +0200,Partly Cloudy,rain,13.39,0.87,2.58
2006-04-23 23:00:00.000 +0200,Partly Cloudy,rain,12.42,0.87,2.18
2006-04-24 00:00:00.000 +0200,Partly Cloudy,rain,11.22,0.93,2.87
2006-04-24 01:00:00.000 +0200,Partly Cloudy,rain,10.63,0.93,10.97
2006-04-24 02:00:00.000 +0200,Clear,rain,12.48,0.78,4.32
2006-04-24 03:00:00.000 +0200,Partly Cloudy,rain,9.96,0.94,2.78
2006-04-24 04:00:00.000 +0200,Partly Cloudy,rain,8.97,0.93,1.23
2006-04-24 05:00:00.000 +0200,Partly Cloudy,rain,8.77,0.92,3.34
2006-04-24 06:00:00.000 +0200,Foggy,rain,7.79,0.98,-0.3
2006-04-24 07:00:00.000 +0200,Clear,rain,11.01,0.97,1.31
2006-04-24 08:00:00.000 +0200,Clear,rain,14.94,0.8,2.36
2006-04-24 09:00:00.000 +0200,Clear,rain,18.9,0.63,1.23
2006-04-24 10:00:00.000 +0200,Clear,rain,21.19,0.47,4.58
2006-04-24 11:00:00.000 +0200,Partly Cloudy,rain,22.13,0.47,3.98
2006-04-24 12:00:00.000 +0200,Partly Cloudy,rain,22.93,0.45,3.32
2006-04-24 13:00:00.000 +0200,Partly Cloudy,rain,23.02,0.35,4.26
2006-04-24 14:00:00.000 +0200,Partly Cloudy,rain,24.02,0.35,6
2006-04-24 15:00:00.000 +0200,Partly Cloudy,rain,24.01,0.38,2.26
2006-04-24 16:00:00.000 +0200,Partly Cloudy,rain,24.03,0.35,4.05
2006-04-24 17:00:00.000 +0200,Partly Cloudy,rain,24.02,0.3,0.88
2006-04-24 18:00:00.000 +0200,Partly Cloudy,rain,22.92,0.42,2.82
2006-04-24 19:00:00.000 +0200,Partly Cloudy,rain,21.33,0.46,0.1
2006-04-24 20:00:00.000 +0200,Partly Cloudy,rain,19.18,0.49,2.39
2006-04-24 21:00:00.000 +0200,Partly Cloudy,rain,17.16,0.61,1.28
2006-04-24 22:00:00.000 +0200,Clear,rain,15.01,0.7,3.45
2006-04-24 23:00:00.000 +0200,Clear,rain,13.18,0.85,3.11
2006-04-25 00:00:00.000 +0200,Clear,rain,12.81,0.87,2.95
2006-04-25 01:00:00.000 +0200,Clear,rain,12.23,0.87,2.87
2006-04-25 02:00:00.000 +0200,Clear,rain,11.91,0.82,4.69
2006-04-25 03:00:00.000 +0200,Clear,rain,12.12,0.78,5.96
2006-04-25 04:00:00.000 +0200,Clear,rain,12.14,0.78,6.12
2006-04-25 05:00:00.000 +0200,Partly Cloudy,rain,10.73,0.84,9.41
2006-04-25 06:00:00.000 +0200,Clear,rain,10.01,0.97,8.84
2006-04-25 07:00:00.000 +0200,Mostly Cloudy,rain,12.66,0.88,7.44
2006-04-25 08:00:00.000 +0200,Partly Cloudy,rain,15.11,0.76,8.46
2006-04-25 09:00:00.000 +0200,Partly Cloudy,rain,17.44,0.72,11.89
2006-04-25 10:00:00.000 +0200,Partly Cloudy,rain,19.2,0.65,12.32
2006-04-25 11:00:00.000 +0200,Partly Cloudy,rain,21.36,0.55,9.62
2006-04-25 12:00:00.000 +0200,Partly Cloudy,rain,22.51,0.52,11.15
2006-04-25 13:00:00.000 +0200,Mostly Cloudy,rain,23.04,0.48,8.25
2006-04-25 14:00:00.000 +0200,Mostly Cloudy,rain,24.03,0.45,11
2006-04-25 15:00:00.000 +0200,Mostly Cloudy,rain,24.06,0.45,8.01
2006-04-25 16:00:00.000 +0200,Mostly Cloudy,rain,24.06,0.36,8.28
2006-04-25 17:00:00.000 +0200,Mostly Cloudy,rain,23.21,0.4,10.41
2006-04-25 18:00:00.000 +0200,Mostly Cloudy,rain,22.92,0.42,12.19
2006-04-25 19:00:00.000 +0200,Mostly Cloudy,rain,21.21,0.45,4.92
2006-04-25 20:00:00.000 +0200,Mostly Cloudy,rain,18.29,0.56,4.56
2006-04-25 21:00:00.000 +0200,Mostly Cloudy,rain,16.12,0.7,4.3
2006-04-25 22:00:00.000 +0200,Partly Cloudy,rain,15.57,0.7,6.14
2006-04-25 23:00:00.000 +0200,Partly Cloudy,rain,14.71,0.74,6.45
2006-04-26 00:00:00.000 +0200,Clear,rain,13.41,0.8,3.24
2006-04-26 01:00:00.000 +0200,Clear,rain,12.83,0.81,2.78
2006-04-26 02:00:00.000 +0200,Partly Cloudy,rain,13.89,0.75,5.79
2006-04-26 03:00:00.000 +0200,Partly Cloudy,rain,10.68,0.86,6.14
2006-04-26 04:00:00.000 +0200,Partly Cloudy,rain,10.58,0.9,2.92
2006-04-26 05:00:00.000 +0200,Partly Cloudy,rain,10.39,0.89,3.45
2006-04-26 06:00:00.000 +0200,Clear,rain,10.07,0.9,1.26
2006-04-26 07:00:00.000 +0200,Mostly Cloudy,rain,13.74,0.88,2.4
2006-04-26 08:00:00.000 +0200,Mostly Cloudy,rain,16.84,0.72,6.95
2006-04-26 09:00:00.000 +0200,Mostly Cloudy,rain,18.94,0.63,3.11
2006-04-26 10:00:00.000 +0200,Mostly Cloudy,rain,21.26,0.57,4.3
2006-04-26 11:00:00.000 +0200,Mostly Cloudy,rain,22.69,0.51,4.13
2006-04-26 12:00:00.000 +0200,Mostly Cloudy,rain,22.99,0.46,7.36
2006-04-26 13:00:00.000 +0200,Mostly Cloudy,rain,24.11,0.45,9.36
2006-04-26 14:00:00.000 +0200,Mostly Cloudy,rain,24.11,0.33,7.7
2006-04-26 15:00:00.000 +0200,Mostly Cloudy,rain,24.08,0.42,8.99
2006-04-26 16:00:00.000 +0200,Mostly Cloudy,rain,25.14,0.3,3.29
2006-04-26 17:00:00.000 +0200,Mostly Cloudy,rain,24.18,0.33,4.66
2006-04-26 18:00:00.000 +0200,Mostly Cloudy,rain,22.48,0.43,9.18
2006-04-26 19:00:00.000 +0200,Mostly Cloudy,rain,21.31,0.5,3.39
2006-04-26 20:00:00.000 +0200,Mostly Cloudy,rain,18.36,0.6,5.91
2006-04-26 21:00:00.000 +0200,Mostly Cloudy,rain,17.3,0.65,14.19
2006-04-26 22:00:00.000 +0200,Partly Cloudy,rain,16.09,0.73,2.81
2006-04-26 23:00:00.000 +0200,Clear,rain,16.06,0.77,11.98
2006-04-27 00:00:00.000 +0200,Mostly Cloudy,rain,15.54,0.7,13.55
2006-04-27 01:00:00.000 +0200,Partly Cloudy,rain,14.47,0.73,10.7
2006-04-27 02:00:00.000 +0200,Mostly Cloudy,rain,13.71,0.88,9.68
2006-04-27 03:00:00.000 +0200,Partly Cloudy,rain,12.92,0.8,5.95
2006-04-27 04:00:00.000 +0200,Partly Cloudy,rain,12.85,0.81,3.05
2006-04-27 05:00:00.000 +0200,Partly Cloudy,rain,11.52,0.9,5.93
2006-04-27 06:00:00.000 +0200,Partly Cloudy,rain,12.43,0.84,2.16
2006-04-27 07:00:00.000 +0200,Mostly Cloudy,rain,15.01,0.76,9.99
2006-04-27 08:00:00.000 +0200,Mostly Cloudy,rain,15.99,0.72,9.99
2006-04-27 09:00:00.000 +0200,Mostly Cloudy,rain,17.33,0.7,11.76
2006-04-27 10:00:00.000 +0200,Mostly Cloudy,rain,17.93,0.71,7.17
2006-04-27 11:00:00.000 +0200,Mostly Cloudy,rain,18.02,0.7,9.79
2006-04-27 12:00:00.000 +0200,Mostly Cloudy,rain,19.16,0.65,8.8
2006-04-27 13:00:00.000 +0200,Mostly Cloudy,rain,20.24,0.65,7.22
2006-04-27 14:00:00.000 +0200,Mostly Cloudy,rain,20.36,0.6,3.6
2006-04-27 15:00:00.000 +0200,Mostly Cloudy,rain,21.31,0.6,4.34
2006-04-27 16:00:00.000 +0200,Overcast,rain,21.36,0.65,4.59
2006-04-27 17:00:00.000 +0200,Overcast,rain,20.33,0.64,6.91
2006-04-27 18:00:00.000 +0200,Overcast,rain,19.18,0.69,7.35
2006-04-27 19:00:00.000 +0200,Mostly Cloudy,rain,18.04,0.75,10.28
2006-04-27 20:00:00.000 +0200,Mostly Cloudy,rain,15.59,0.8,20.31
2006-04-27 21:00:00.000 +0200,Mostly Cloudy,rain,14.24,0.87,8.14
2006-04-27 22:00:00.000 +0200,Mostly Cloudy,rain,14.64,0.84,10.78
2006-04-27 23:00:00.000 +0200,Mostly Cloudy,rain,14.24,0.84,3.37
2006-04-28 00:00:00.000 +0200,Mostly Cloudy,rain,13.5,0.88,3.21
2006-04-28 01:00:00.000 +0200,Mostly Cloudy,rain,13.53,0.88,3.05
2006-04-28 02:00:00.000 +0200,Partly Cloudy,rain,11.69,0.72,5.17
2006-04-28 03:00:00.000 +0200,Mostly Cloudy,rain,14.52,0.81,10.47
2006-04-28 04:00:00.000 +0200,Mostly Cloudy,rain,14.02,0.84,10.39
2006-04-28 05:00:00.000 +0200,Mostly Cloudy,rain,13.5,0.88,10.02
2006-04-28 06:00:00.000 +0200,Overcast,rain,13.97,0.88,7.64
2006-04-28 07:00:00.000 +0200,Mostly Cloudy,rain,15.01,0.82,10.97
2006-04-28 08:00:00.000 +0200,Mostly Cloudy,rain,16.03,0.72,10.37
2006-04-28 09:00:00.000 +0200,Mostly Cloudy,rain,17.23,0.63,19.6
2006-04-28 10:00:00.000 +0200,Mostly Cloudy,rain,18.85,0.56,19.12
2006-04-28 11:00:00.000 +0200,Mostly Cloudy,rain,19.06,0.58,16.75
2006-04-28 12:00:00.000 +0200,Mostly Cloudy,rain,20.09,0.52,16.57
2006-04-28 13:00:00.000 +0200,Mostly Cloudy,rain,21.21,0.48,17.04
2006-04-28 14:00:00.000 +0200,Mostly Cloudy,rain,21.19,0.44,21.66
2006-04-28 15:00:00.000 +0200,Partly Cloudy,rain,21.28,0.41,19.52
2006-04-28 16:00:00.000 +0200,Partly Cloudy,rain,21.33,0.39,16.17
2006-04-28 17:00:00.000 +0200,Partly Cloudy,rain,20.2,0.43,13.5
2006-04-28 18:00:00.000 +0200,Mostly Cloudy,rain,19.13,0.49,9.49
2006-04-28 19:00:00.000 +0200,Mostly Cloudy,rain,17.95,0.57,13.76
2006-04-28 20:00:00.000 +0200,Mostly Cloudy,rain,16.36,0.64,10.99
2006-04-28 21:00:00.000 +0200,Partly Cloudy,rain,15.08,0.7,13.64
2006-04-28 22:00:00.000 +0200,Mostly Cloudy,rain,14.57,0.63,10.73
2006-04-28 23:00:00.000 +0200,Partly Cloudy,rain,14.04,0.58,10.5
2006-04-29 00:00:00.000 +0200,Partly Cloudy,rain,12.42,0.63,10.87
2006-04-29 01:00:00.000 +0200,Partly Cloudy,rain,11.86,0.64,10.6
2006-04-29 02:00:00.000 +0200,Mostly Cloudy,rain,10.93,0.6,12.89
2006-04-29 03:00:00.000 +0200,Partly Cloudy,rain,10.24,0.71,10.65
2006-04-29 04:00:00.000 +0200,Partly Cloudy,rain,10.73,0.69,10.81
2006-04-29 05:00:00.000 +0200,Partly Cloudy,rain,10.71,0.67,13.22
2006-04-29 06:00:00.000 +0200,Mostly Cloudy,rain,10.17,0.69,15.28
2006-04-29 07:00:00.000 +0200,Mostly Cloudy,rain,11.26,0.69,21.23
2006-04-29 08:00:00.000 +0200,Partly Cloudy,rain,12.99,0.65,22.66
2006-04-29 09:00:00.000 +0200,Clear,rain,15.15,0.58,26.18
2006-04-29 10:00:00.000 +0200,Mostly Cloudy,rain,15.26,0.57,26.43
2006-04-29 11:00:00.000 +0200,Mostly Cloudy,rain,16.37,0.54,23.06
2006-04-29 12:00:00.000 +0200,Mostly Cloudy,rain,17.9,0.44,27.76
2006-04-29 13:00:00.000 +0200,Mostly Cloudy,rain,18.04,0.44,27.6
2006-04-29 14:00:00.000 +0200,Mostly Cloudy,rain,18.96,0.39,25.44
2006-04-29 15:00:00.000 +0200,Mostly Cloudy,rain,18.09,0.41,26.06
2006-04-29 16:00:00.000 +0200,Mostly Cloudy,rain,18.06,0.49,24.75
2006-04-29 17:00:00.000 +0200,Mostly Cloudy,rain,17.46,0.45,25.27
2006-04-29 18:00:00.000 +0200,Mostly Cloudy,rain,16.35,0.5,23.03
2006-04-29 19:00:00.000 +0200,Mostly Cloudy,rain,14.22,0.45,19.73
2006-04-29 20:00:00.000 +0200,Mostly Cloudy,rain,13.05,0.53,14.66
2006-04-29 21:00:00.000 +0200,Mostly Cloudy,rain,12.34,0.5,22.64
2006-04-29 22:00:00.000 +0200,Mostly Cloudy,rain,11.79,0.55,19.36
2006-04-29 23:00:00.000 +0200,Mostly Cloudy,rain,11.26,0.57,20.44
2006-04-03 00:00:00.000 +0200,Partly Cloudy,rain,9.32,0.88,5.54
2006-04-03 01:00:00.000 +0200,Partly Cloudy,rain,8.78,0.88,4.95
2006-04-03 02:00:00.000 +0200,Mostly Cloudy,rain,9.29,0.75,12.02
2006-04-03 03:00:00.000 +0200,Partly Cloudy,rain,8.69,0.91,6
2006-04-03 04:00:00.000 +0200,Partly Cloudy,rain,7.61,0.91,1.55
2006-04-03 05:00:00.000 +0200,Partly Cloudy,rain,6.32,0.93,9.38
2006-04-03 06:00:00.000 +0200,Foggy,rain,5.96,0.91,0.13
2006-04-03 07:00:00.000 +0200,Clear,rain,6.03,0.98,-0.16
2006-04-03 08:00:00.000 +0200,Clear,rain,10.51,0.98,0.42
2006-04-03 09:00:00.000 +0200,Partly Cloudy,rain,12.64,0.76,6.96
2006-04-03 10:00:00.000 +0200,Partly Cloudy,rain,13.96,0.75,3.58
2006-04-03 11:00:00.000 +0200,Partly Cloudy,rain,16.08,0.61,4.37
2006-04-03 12:00:00.000 +0200,Partly Cloudy,rain,17.37,0.55,5.17
2006-04-03 13:00:00.000 +0200,Partly Cloudy,rain,17.94,0.48,2.37
2006-04-03 14:00:00.000 +0200,Partly Cloudy,rain,16.53,0.52,3.69
2006-04-03 15:00:00.000 +0200,Partly Cloudy,rain,17.88,0.44,1.37
2006-04-03 16:00:00.000 +0200,Partly Cloudy,rain,17.94,0.43,4.13
2006-04-03 17:00:00.000 +0200,Partly Cloudy,rain,17.4,0.48,5.37
2006-04-03 18:00:00.000 +0200,Partly Cloudy,rain,15.28,0.63,12.44
2006-04-03 19:00:00.000 +0200,Mostly Cloudy,rain,13.11,0.68,3.42
2006-04-03 20:00:00.000 +0200,Mostly Cloudy,rain,12.79,0.72,7.64
2006-04-03 21:00:00.000 +0200,Partly Cloudy,rain,12.29,0.7,9.41
2006-04-03 22:00:00.000 +0200,Partly Cloudy,rain,12.18,0.69,16.69
2006-04-03 23:00:00.000 +0200,Partly Cloudy,rain,10.72,0.72,10.55
2006-04-30 00:00:00.000 +0200,Mostly Cloudy,rain,11.7,0.55,16.69
2006-04-30 01:00:00.000 +0200,Mostly Cloudy,rain,11.12,0.58,16.62
2006-04-30 02:00:00.000 +0200,Mostly Cloudy,rain,11.99,0.58,15.64
2006-04-30 03:00:00.000 +0200,Mostly Cloudy,rain,10.52,0.62,16.35
2006-04-30 04:00:00.000 +0200,Mostly Cloudy,rain,10.4,0.65,13.1
2006-04-30 05:00:00.000 +0200,Mostly Cloudy,rain,9.58,0.7,13.08
2006-04-30 06:00:00.000 +0200,Mostly Cloudy,rain,9.87,0.66,12.53
2006-04-30 07:00:00.000 +0200,Mostly Cloudy,rain,11.03,0.65,10.84
2006-04-30 08:00:00.000 +0200,Mostly Cloudy,rain,11.76,0.64,6.88
2006-04-30 09:00:00.000 +0200,Mostly Cloudy,rain,14.04,0.53,21.26
2006-04-30 10:00:00.000 +0200,Mostly Cloudy,rain,15.13,0.52,17.01
2006-04-30 11:00:00.000 +0200,Mostly Cloudy,rain,16.14,0.45,24.22
2006-04-30 12:00:00.000 +0200,Mostly Cloudy,rain,15.33,0.49,20.07
2006-04-30 13:00:00.000 +0200,Mostly Cloudy,rain,16.31,0.42,14.14
2006-04-30 14:00:00.000 +0200,Partly Cloudy,rain,17.4,0.41,17.72
2006-04-30 15:00:00.000 +0200,Partly Cloudy,rain,17.88,0.41,15.53
2006-04-30 16:00:00.000 +0200,Partly Cloudy,rain,17.9,0.36,16.94
2006-04-30 17:00:00.000 +0200,Partly Cloudy,rain,17.36,0.37,16.57
2006-04-30 18:00:00.000 +0200,Mostly Cloudy,rain,17.3,0.36,15.01
2006-04-30 19:00:00.000 +0200,Mostly Cloudy,rain,15.12,0.43,20.61
2006-04-30 20:00:00.000 +0200,Mostly Cloudy,rain,14.03,0.45,13.05
2006-04-30 21:00:00.000 +0200,Mostly Cloudy,rain,12.47,0.55,9.13
2006-04-30 22:00:00.000 +0200,Mostly Cloudy,rain,12.39,0.57,6.48
2006-04-30 23:00:00.000 +0200,Mostly Cloudy,rain,12.89,0.54,14.11
2006-04-04 00:00:00.000 +0200,Partly Cloudy,rain,9.63,0.74,6.78
2006-04-04 01:00:00.000 +0200,Mostly Cloudy,rain,10.07,0.69,14.13
2006-04-04 02:00:00.000 +0200,Partly Cloudy,rain,5.01,0.89,0.71
2006-04-04 03:00:00.000 +0200,Partly Cloudy,rain,8.02,0.76,11.37
2006-04-04 04:00:00.000 +0200,Partly Cloudy,rain,7.48,0.8,14.32
2006-04-04 05:00:00.000 +0200,Mostly Cloudy,rain,8.07,0.8,11.55
2006-04-04 06:00:00.000 +0200,Overcast,rain,8.92,0.82,14.19
2006-04-04 07:00:00.000 +0200,Mostly Cloudy,rain,8.89,0.82,23.03
2006-04-04 08:00:00.000 +0200,Overcast,rain,7.99,0.87,26.54
2006-04-04 09:00:00.000 +0200,Overcast,rain,7.9,0.94,22.48
2006-04-04 10:00:00.000 +0200,Overcast,rain,7.92,0.93,13.92
2006-04-04 11:00:00.000 +0200,Overcast,rain,8.04,0.93,9.47
2006-04-04 12:00:00.000 +0200,Overcast,rain,8.18,0.92,15.48
2006-04-04 13:00:00.000 +0200,Overcast,rain,10.33,0.79,11.02
2006-04-04 14:00:00.000 +0200,Overcast,rain,11.46,0.72,3.9
2006-04-04 15:00:00.000 +0200,Mostly Cloudy,rain,12.55,0.68,1
2006-04-04 16:00:00.000 +0200,Partly Cloudy,rain,13.02,0.65,3.39
2006-04-04 17:00:00.000 +0200,Partly Cloudy,rain,12.65,0.6,6.11
2006-04-04 18:00:00.000 +0200,Partly Cloudy,rain,12.48,0.67,9.5
2006-04-04 19:00:00.000 +0200,Partly Cloudy,rain,10.33,0.73,8.1
2006-04-04 20:00:00.000 +0200,Partly Cloudy,rain,9.33,0.76,9.22
2006-04-04 21:00:00.000 +0200,Clear,rain,7.93,0.85,7.07
2006-04-04 22:00:00.000 +0200,Clear,rain,6.78,0.89,5.5
2006-04-04 23:00:00.000 +0200,Clear,rain,6.22,0.89,5.98
2006-04-05 00:00:00.000 +0200,Partly Cloudy,rain,5.43,0.93,5.59
2006-04-05 01:00:00.000 +0200,Clear,rain,4.46,0.93,10.62
2006-04-05 02:00:00.000 +0200,Mostly Cloudy,rain,9.37,0.87,3.34
2006-04-05 03:00:00.000 +0200,Partly Cloudy,rain,4.36,0.9,5.77
2006-04-05 04:00:00.000 +0200,Partly Cloudy,rain,3.32,0.9,5.77
2006-04-05 05:00:00.000 +0200,Partly Cloudy,rain,4.01,0.9,5.59
2006-04-05 06:00:00.000 +0200,Foggy,rain,2.81,0.94,7.67
2006-04-05 07:00:00.000 +0200,Foggy,rain,3.92,0.98,4.98
2006-04-05 08:00:00.000 +0200,Clear,rain,6.98,0.91,8.81
2006-04-05 09:00:00.000 +0200,Mostly Cloudy,rain,9.04,0.86,15.38
2006-04-05 10:00:00.000 +0200,Mostly Cloudy,rain,11.31,0.77,20.4
2006-04-05 11:00:00.000 +0200,Mostly Cloudy,rain,12.95,0.68,19.86
2006-04-05 12:00:00.000 +0200,Mostly Cloudy,rain,14.06,0.61,23.67
2006-04-05 13:00:00.000 +0200,Mostly Cloudy,rain,15.08,0.49,23.66
2006-04-05 14:00:00.000 +0200,Overcast,rain,14.13,0.55,22.38
2006-04-05 15:00:00.000 +0200,Mostly Cloudy,rain,15.12,0.49,26.47
2006-04-05 16:00:00.000 +0200,Mostly Cloudy,rain,15.14,0.52,20.58
2006-04-05 17:00:00.000 +0200,Overcast,rain,15.19,0.48,16.89
2006-04-05 18:00:00.000 +0200,Overcast,rain,15.05,0.49,13.82
2006-04-05 19:00:00.000 +0200,Overcast,rain,13.92,0.57,10.83
2006-04-05 20:00:00.000 +0200,Overcast,rain,13.02,0.62,11.39
2006-04-05 21:00:00.000 +0200,Overcast,rain,13.94,0.57,13.93
2006-04-05 22:00:00.000 +0200,Overcast,rain,12.86,0.67,5.96
2006-04-05 23:00:00.000 +0200,Overcast,rain,12.75,0.72,17.83
2006-04-06 00:00:00.000 +0200,Overcast,rain,11.79,0.78,11.02
2006-04-06 01:00:00.000 +0200,Overcast,rain,10.73,0.86,6.25
2006-04-06 02:00:00.000 +0200,Overcast,rain,5.77,0.89,8.43
2006-04-06 03:00:00.000 +0200,Overcast,rain,10.15,0.9,6.32
2006-04-06 04:00:00.000 +0200,Overcast,rain,10.08,0.91,2.29
2006-04-06 05:00:00.000 +0200,Overcast,rain,9.88,0.93,5.16
2006-04-06 06:00:00.000 +0200,Overcast,rain,8.76,0.97,4.43
2006-04-06 07:00:00.000 +0200,Overcast,rain,7.65,0.93,20.05
2006-04-06 08:00:00.000 +0200,Overcast,rain,7.33,0.91,13.55
2006-04-06 09:00:00.000 +0200,Overcast,rain,6.14,0.9,23.32
2006-04-06 10:00:00.000 +0200,Overcast,rain,6.19,0.83,21.79
2006-04-06 11:00:00.000 +0200,Overcast,rain,6.22,0.8,21.87
2006-04-06 12:00:00.000 +0200,Overcast,rain,6.17,0.84,17.46
2006-04-06 13:00:00.000 +0200,Overcast,rain,6.14,0.91,17.15
2006-04-06 14:00:00.000 +0200,Overcast,rain,6.99,0.91,22.16
2006-04-06 15:00:00.000 +0200,Overcast,rain,7.16,0.84,15.82
2006-04-06 16:00:00.000 +0200,Overcast,rain,6.14,0.91,20.16
2006-04-06 17:00:00.000 +0200,Overcast,rain,6.17,0.91,20.84
2006-04-06 18:00:00.000 +0200,Overcast,rain,5.14,0.91,20.39
2006-04-06 19:00:00.000 +0200,Overcast,rain,5.12,0.9,13.72
2006-04-06 20:00:00.000 +0200,Overcast,rain,5.13,0.91,14.64
2006-04-06 21:00:00.000 +0200,Overcast,rain,5.1,0.91,10.83
2006-04-06 22:00:00.000 +0200,Overcast,rain,5.08,0.91,13.82
2006-04-06 23:00:00.000 +0200,Overcast,rain,5.03,0.85,15.64
2006-04-07 00:00:00.000 +0200,Overcast,rain,4.57,0.9,13.67
2006-04-07 01:00:00.000 +0200,Overcast,rain,4.54,0.9,14.03
2006-04-07 02:00:00.000 +0200,Clear,rain,4.11,0.81,11.86
2006-04-07 03:00:00.000 +0200,Overcast,rain,5.01,0.84,13.5
2006-04-07 04:00:00.000 +0200,Overcast,rain,4.98,0.81,10.58
2006-04-07 05:00:00.000 +0200,Overcast,rain,4.49,0.87,13.1
2006-04-07 06:00:00.000 +0200,Overcast,rain,4.94,0.84,16.59
2006-04-07 07:00:00.000 +0200,Overcast,rain,4.91,0.81,15.04
2006-04-07 08:00:00.000 +0200,Mostly Cloudy,rain,5.04,0.82,17.88
2006-04-07 09:00:00.000 +0200,Mostly Cloudy,rain,7.3,0.63,17.07
2006-04-07 10:00:00.000 +0200,Partly Cloudy,rain,7.88,0.65,15.96
2006-04-07 11:00:00.000 +0200,Mostly Cloudy,rain,8.83,0.62,12.61
2006-04-07 12:00:00.000 +0200,Mostly Cloudy,rain,9.08,0.55,20.2
2006-04-07 13:00:00.000 +0200,Partly Cloudy,rain,10.1,0.48,22.92
